05.09.2017	21:16:22	24.10	53.00	18.00	51.00	33.53	101613.88	20.00	999	37	116	1008	764	26	25	0	0	0	1	0	0	256	253	0.01
05.09.2017	21:16:31	23.90	53.30	18.00	55.00	33.58	101614.21	20.00	999	35	114	1008	764	24	25	0	0	0	1	0	0	256	255	0.01
05.09.2017	21:18:47	23.80	53.20	17.00	55.00	33.87	101610.30	20.06	999	37	114	1007	752	24	24	0	0	0	1	0	0	256	253	0.02
05.09.2017	21:18:55	23.90	53.40	17.00	55.00	33.95	101610.78	20.00	999	36	114	1007	751	23	24	0	0	0	1	0	0	256	252	0.01
05.09.2017	21:19:05	23.90	53.60	18.00	55.00	34.04	101612.73	20.00	1000	33	114	1008	754	22	24	0	0	0	1	0	0	256	253	0.02
05.09.2017	21:19:15	23.90	53.80	18.00	55.00	33.99	101613.70	20.00	1000	34	113	1008	754	22	21	0	0	0	1	0	0	256	253	0.02
05.09.2017	21:19:25	23.80	53.70	18.00	55.00	33.78	101613.72	20.00	1000	31	113	1008	752	20	22	0	0	0	1	0	0	256	253	0.01
05.09.2017	21:21:45	23.80	53.80	18.00	56.00	33.67	101619.64	19.88	999	35	114	1007	904	21	24	0	0	0	1	0	0	256	254	0.03
05.09.2017	21:21:55	23.70	53.70	17.00	55.00	33.73	101615.04	19.94	999	33	113	1008	906	21	21	0	0	0	1	0	0	256	253	0.02
05.09.2017	21:22:03	23.70	53.70	17.00	55.00	33.82	101614.12	19.94	998	34	113	1007	904	22	23	0	0	0	1	0	0	256	253	0.01
05.09.2017	21:22:13	23.70	53.70	18.00	55.00	33.83	101618.13	19.94	1000	33	112	1008	903	21	22	0	0	0	1	0	0	256	253	0.02
05.09.2017	21:22:23	23.70	53.70	17.00	55.00	33.78	101617.58	19.94	1000	33	113	1008	905	21	22	0	0	0	1	0	0	256	253	0.01
05.09.2017	21:22:33	23.70	53.70	18.00	55.00	33.82	101613.45	19.94	999	34	112	1008	906	20	22	0	0	0	1	0	0	256	254	0.02
05.09.2017	21:22:43	23.70	53.70	18.00	55.00	33.89	101614.86	19.94	1000	33	113	1008	906	21	22	0	0	0	1	0	0	256	253	0.02
05.09.2017	21:22:53	23.80	53.80	18.00	56.00	33.95	101614.63	19.88	1000	34	113	1008	905	21	22	0	0	0	1	0	0	256	254	0.01
05.09.2017	21:23:03	23.70	53.70	18.00	56.00	33.97	101616.86	19.94	1000	34	113	1008	905	21	22	0	0	0	1	0	0	256	252	0.01
05.09.2017	21:23:13	23.70	53.70	18.00	56.00	33.86	101619.30	19.94	1000	34	114	1008	905	21	22	0	0	0	1	0	0	256	253	0.02
05.09.2017	21:23:29	23.80	53.80	17.00	56.00	33.69	101619.00	19.88	999	36	113	1007	904	23	23	0	0	0	1	0	0	256	254	0.01
05.09.2017	21:23:36	23.80	53.80	17.00	55.00	33.73	101620.80	19.88	998	36	114	1007	903	24	24	0	0	0	1	0	0	256	253	0.01
05.09.2017	21:24:56	23.80	53.70	17.00	55.00	33.24	101617.41	19.81	998	37	114	1007	904	23	23	0	0	0	1	0	0	256	254	0.02
05.09.2017	21:25:06	23.80	53.80	18.00	55.00	33.36	101617.61	19.81	999	36	113	1008	905	21	22	0	0	0	1	0	0	256	253	0.01
05.09.2017	21:25:16	23.70	53.60	17.00	55.00	33.52	101619.00	19.81	999	34	113	1008	905	21	22	0	0	0	1	0	0	256	253	0.01
05.09.2017	21:25:26	23.70	53.70	17.00	56.00	33.26	101617.59	19.81	999	34	113	1008	906	21	22	0	0	0	1	0	0	256	254	0.02
05.09.2017	21:25:36	23.80	53.80	17.00	56.00	33.31	101617.62	19.81	1000	34	113	1008	906	21	22	0	0	0	1	0	0	256	254	0.01
05.09.2017	21:25:46	23.80	53.80	17.00	56.00	33.41	101622.00	19.81	1000	35	112	1008	905	22	22	0	0	0	1	0	0	256	253	0.01
05.09.2017	21:25:56	23.80	53.80	17.00	56.00	33.46	101620.03	19.81	999	33	114	1007	905	22	22	0	0	0	1	0	0	256	254	0.01
05.09.2017	21:26:06	23.80	53.70	17.00	56.00	33.54	101621.89	19.81	1000	34	113	1008	906	21	22	0	0	0	1	0	0	256	253	0.02
05.09.2017	21:26:16	23.80	53.80	17.00	56.00	33.57	101619.49	19.81	1000	34	113	1007	906	24	23	0	0	0	1	0	0	256	253	0.02
05.09.2017	21:26:27	23.80	53.80	17.00	56.00	33.70	101620.16	19.81	1000	34	113	1007	905	22	22	0	0	0	1	0	0	256	253	0.01
05.09.2017	21:26:37	23.70	53.70	17.00	56.00	33.82	101618.31	19.88	1000	35	112	1008	910	21	22	0	0	0	1	0	0	256	253	0.01
05.09.2017	21:26:47	23.70	53.70	17.00	56.00	33.86	101618.30	19.88	999	34	112	1008	906	21	22	0	0	0	1	0	0	256	255	0.02
05.09.2017	21:26:57	23.80	53.70	17.00	56.00	33.81	101618.91	19.88	999	35	111	1008	905	23	22	0	0	0	1	0	0	256	254	0.02
05.09.2017	21:27:07	23.80	53.70	17.00	56.00	33.70	101620.30	19.88	1000	33	112	1008	905	22	22	0	0	0	1	0	0	256	253	0.01
05.09.2017	21:27:17	23.80	53.70	17.00	56.00	33.60	101620.80	19.81	1000	33	113	1008	906	21	23	0	0	0	1	0	0	256	253	0.02
05.09.2017	21:27:27	23.80	53.80	17.00	56.00	33.74	101616.86	19.81	1000	33	113	1008	906	22	22	0	0	0	1	0	0	256	253	0.02
05.09.2017	21:27:37	23.80	53.70	17.00	56.00	33.78	101618.61	19.88	1000	35	113	1007	909	22	22	0	0	0	1	0	0	256	253	0.01
05.09.2017	21:27:47	23.80	53.70	17.00	56.00	33.84	101613.81	19.88	1000	35	114	1007	906	22	22	0	0	0	1	0	0	256	253	0.02
05.09.2017	21:27:57	23.80	53.70	17.00	56.00	33.72	101619.02	19.81	1000	34	114	1008	906	21	23	0	0	0	1	0	0	256	253	0.02
05.09.2017	21:28:07	23.80	53.40	17.00	56.00	33.75	101617.26	19.81	1000	35	114	1008	906	21	23	0	0	0	1	0	0	256	253	0.02
05.09.2017	21:37:52	23.80	53.20	17.00	55.00	32.76	101614.85	19.63	999	37	116	1008	903	25	24	0	0	0	1	0	0	256	252	0.02
05.09.2017	21:38:02	23.80	53.00	17.00	55.00	32.66	101614.13	19.56	999	36	114	1008	904	23	24	0	0	0	1	0	0	256	255	0.02
05.09.2017	21:38:12	23.80	53.00	17.00	55.00	32.75	101617.39	19.56	1000	35	113	1007	903	24	24	0	0	0	1	0	0	256	253	0.01
05.09.2017	21:38:22	23.80	53.10	17.00	55.00	32.81	101614.55	19.56	1000	36	113	1008	904	22	24	0	0	0	1	0	0	256	253	0.01
