11.9.2017	5:53:3	0	292290	0.00
11.9.2017	5:58:5	0	292658	0.00
11.9.2017	6:3:8	2	292703	0.02
11.9.2017	6:8:10	0	292532	0.00
11.9.2017	6:13:13	0	292411	0.00
11.9.2017	6:18:15	0	292694	0.00
11.9.2017	6:23:18	0	292654	0.00
11.9.2017	6:28:20	1	292405	0.01
11.9.2017	6:33:22	7	292974	0.06
11.9.2017	6:38:25	63	293608	0.54
11.9.2017	6:43:27	32	292599	0.27
11.9.2017	6:48:30	5	292160	0.04
11.9.2017	6:53:32	1	293128	0.01
11.9.2017	6:58:35	0	294393	0.00
11.9.2017	7:3:37	0	292628	0.00
11.9.2017	7:8:39	1	292585	0.01
11.9.2017	7:13:42	17	292430	0.15
11.9.2017	7:18:44	37	292273	0.32
11.9.2017	7:23:47	42	292810	0.36
11.9.2017	7:28:49	18	292717	0.15
11.9.2017	7:33:52	6	292564	0.05
11.9.2017	7:38:54	1	292465	0.01
11.9.2017	7:43:56	0	292358	0.00
11.9.2017	7:48:59	0	291698	0.00
11.9.2017	7:54:1	0	293640	0.00
11.9.2017	7:59:4	0	292658	0.00
11.9.2017	8:4:6	0	292498	0.00
11.9.2017	8:9:8	0	294326	0.00
11.9.2017	8:14:11	1	292784	0.01
11.9.2017	8:19:13	0	292771	0.00
11.9.2017	8:24:16	2	291750	0.02
11.9.2017	8:29:18	2	292336	0.02
11.9.2017	8:34:21	0	292305	0.00
11.9.2017	8:39:23	0	292743	0.00
11.9.2017	8:44:25	0	292310	0.00
11.9.2017	8:49:28	6	291923	0.05
11.9.2017	8:54:30	1	292129	0.01
11.9.2017	8:59:33	7	292759	0.06
11.9.2017	9:4:35	10	292530	0.09
11.9.2017	9:14:58	0	300001	0.00
11.9.2017	9:20:1	1	292408	0.01
11.9.2017	9:25:3	1	292056	0.01
11.9.2017	9:30:6	11	292711	0.09
11.9.2017	9:35:8	13	292569	0.11
11.9.2017	9:40:11	6	292366	0.05
11.9.2017	9:45:13	1	292854	0.01
11.9.2017	9:50:15	0	292163	0.00
11.9.2017	9:55:18	2	292327	0.02
11.9.2017	10:0:20	9	292702	0.08
11.9.2017	10:5:23	8	292472	0.07
11.9.2017	10:10:25	0	292419	0.00
11.9.2017	10:15:28	0	292329	0.00
11.9.2017	10:20:30	1	292921	0.01
11.9.2017	10:25:32	0	292684	0.00
11.9.2017	10:30:35	4	292439	0.03
11.9.2017	10:35:37	3	292318	0.03
11.9.2017	10:40:40	0	292270	0.00
11.9.2017	10:45:42	0	292642	0.00
11.9.2017	10:50:45	0	292687	0.00
11.9.2017	10:55:47	0	292165	0.00
11.9.2017	11:0:49	0	292316	0.00
11.9.2017	11:5:52	1	292477	0.01
11.9.2017	11:10:54	131	292724	1.12
11.9.2017	11:15:57	367	293288	3.13
11.9.2017	11:20:59	391	295202	3.31
11.9.2017	11:26:2	328	292162	2.81
11.9.2017	11:31:4	490	292316	4.19
11.9.2017	11:36:6	616	292247	5.27
11.9.2017	11:41:9	79	291612	0.68
11.9.2017	11:46:11	35	292720	0.30
11.9.2017	11:51:14	212	292511	1.81
11.9.2017	11:56:16	293	292447	2.50
11.9.2017	12:1:19	300	294358	2.55
11.9.2017	12:6:21	346	292772	2.95
11.9.2017	12:11:23	229	292632	1.96
11.9.2017	12:16:26	169	292557	1.44
11.9.2017	12:21:28	27	292232	0.23
11.9.2017	12:26:31	3	292532	0.03
11.9.2017	12:31:33	15	292771	0.13
11.9.2017	12:36:36	2	292603	0.02
11.9.2017	12:41:38	0	292507	0.00
11.9.2017	12:46:40	0	292426	0.00
11.9.2017	12:51:43	0	292778	0.00
11.9.2017	12:56:45	0	292533	0.00
11.9.2017	13:1:48	0	292385	0.00
11.9.2017	13:6:50	4	292308	0.03
11.9.2017	13:11:52	32	294307	0.27
11.9.2017	13:16:55	68	292733	0.58
11.9.2017	13:21:57	412	292696	3.52
11.9.2017	13:27:0	205	292487	1.75
11.9.2017	13:32:2	222	294077	1.89
11.9.2017	13:37:5	220	292255	1.88
11.9.2017	13:42:7	115	292871	0.98
11.9.2017	13:47:9	121	292575	1.03
11.9.2017	13:52:12	98	292562	0.84
11.9.2017	13:57:14	153	292294	1.31
11.9.2017	14:2:17	63	292766	0.54
11.9.2017	14:7:19	64	292636	0.55
11.9.2017	14:12:22	66	292559	0.56
11.9.2017	14:17:24	61	292345	0.52
11.9.2017	14:22:26	110	292073	0.94
11.9.2017	14:27:29	261	292548	2.23
11.9.2017	14:32:31	142	292568	1.21
11.9.2017	14:37:34	195	292408	1.67
11.9.2017	14:42:36	165	294765	1.40
11.9.2017	14:47:38	88	292766	0.75
11.9.2017	14:52:41	106	292590	0.91
11.9.2017	14:57:43	116	292437	0.99
11.9.2017	15:2:46	73	292364	0.62
11.9.2017	15:7:48	95	292750	0.81
11.9.2017	15:12:51	63	292602	0.54
11.9.2017	15:17:53	80	292543	0.68
11.9.2017	15:22:55	123	294350	1.04
11.9.2017	15:27:58	16	292778	0.14
11.9.2017	15:33:0	50	292022	0.43
11.9.2017	15:38:3	154	292343	1.32
11.9.2017	15:43:5	95	292312	0.81
11.9.2017	15:48:7	106	292841	0.90
11.9.2017	15:53:10	96	292699	0.82
11.9.2017	15:58:12	47	292409	0.40
11.9.2017	16:3:15	43	292393	0.37
11.9.2017	16:8:17	54	290803	0.46
11.9.2017	16:13:20	124	292678	1.06
11.9.2017	16:18:22	141	292462	1.21
11.9.2017	16:23:24	63	293012	0.54
11.9.2017	16:28:27	141	292738	1.20
11.9.2017	16:33:29	94	292491	0.80
11.9.2017	16:38:32	54	292264	0.46
11.9.2017	16:43:34	112	292095	0.96
11.9.2017	16:48:36	115	294877	0.97
11.9.2017	16:53:39	168	292492	1.44
11.9.2017	16:58:41	72	294293	0.61
11.9.2017	17:3:44	50	292256	0.43
11.9.2017	17:8:46	31	292840	0.26
11.9.2017	17:13:49	27	292654	0.23
11.9.2017	17:18:51	33	292511	0.28
11.9.2017	17:23:53	40	293588	0.34
11.9.2017	17:28:56	22	292369	0.19
11.9.2017	17:33:58	4	292339	0.03
11.9.2017	17:39:1	14	292146	0.12
11.9.2017	17:44:3	18	292616	0.15
11.9.2017	17:49:5	17	292544	0.15
11.9.2017	17:54:8	18	292321	0.15
11.9.2017	17:59:10	59	294819	0.50
11.9.2017	18:4:13	40	292340	0.34
11.9.2017	18:9:15	50	292420	0.43
11.9.2017	18:14:17	2	292352	0.02
11.9.2017	18:19:20	8	292299	0.07
11.9.2017	18:24:22	8	294375	0.07
11.9.2017	18:29:25	0	292393	0.00
11.9.2017	18:34:27	0	292230	0.00
11.9.2017	18:39:30	0	293300	0.00
11.9.2017	18:44:32	2	292026	0.02
11.9.2017	18:49:34	0	290613	0.00
11.9.2017	18:54:37	0	292349	0.00
11.9.2017	18:59:39	4	292593	0.03
11.9.2017	19:4:42	78	292442	0.67
11.9.2017	19:9:44	65	292462	0.56
11.9.2017	19:14:46	54	292830	0.46
11.9.2017	19:19:49	69	292608	0.59
11.9.2017	19:24:51	156	292505	1.33
11.9.2017	19:29:54	31	292344	0.27
11.9.2017	19:34:56	1	294334	0.01
11.9.2017	19:39:58	0	292487	0.00
11.9.2017	19:45:1	0	291719	0.00
11.9.2017	19:50:3	0	292523	0.00
11.9.2017	19:55:6	0	292320	0.00
11.9.2017	20:0:8	0	292692	0.00
11.9.2017	20:5:10	0	292641	0.00
11.9.2017	20:10:13	0	292480	0.00
11.9.2017	20:15:15	0	292326	0.00
11.9.2017	20:20:18	0	292276	0.00
11.9.2017	20:25:20	0	292756	0.00
11.9.2017	20:30:57	0	300001	0.00
11.9.2017	20:35:59	0	292750	0.00
11.9.2017	20:41:2	0	292825	0.00
11.9.2017	20:46:4	0	293638	0.00
11.9.2017	20:51:7	0	292665	0.00
11.9.2017	20:56:9	0	292385	0.00
11.9.2017	21:1:11	0	292746	0.00
11.9.2017	21:6:14	1	292419	0.01
11.9.2017	21:11:16	14	292325	0.12
11.9.2017	21:21:44	25	300001	0.21
11.9.2017	21:26:46	17	294528	0.14
11.9.2017	21:34:29	10	300001	0.08
11.9.2017	21:52:40	0	300001	0.00
11.9.2017	21:57:42	0	292576	0.00
11.9.2017	22:2:45	0	292334	0.00
11.9.2017	22:7:47	0	292660	0.00
11.9.2017	22:12:50	0	292529	0.00
11.9.2017	22:17:52	0	292471	0.00
11.9.2017	22:25:16	0	300001	0.00
11.9.2017	22:30:19	0	294471	0.00
11.9.2017	22:35:21	0	292798	0.00
11.9.2017	22:40:24	0	292509	0.00
11.9.2017	22:45:26	0	292356	0.00
11.9.2017	22:50:28	0	292644	0.00
11.9.2017	22:55:31	0	292586	0.00
11.9.2017	23:0:33	0	291709	0.00
11.9.2017	23:5:36	0	292515	0.00
11.9.2017	23:10:38	1	292392	0.01
11.9.2017	23:15:41	0	292254	0.00
11.9.2017	23:20:43	0	292620	0.00
11.9.2017	23:25:45	0	291765	0.00
11.9.2017	23:30:48	0	292378	0.00
11.9.2017	23:35:50	0	292979	0.00
11.9.2017	23:40:53	0	292620	0.00
11.9.2017	23:45:55	0	293505	0.00
11.9.2017	23:50:57	0	292153	0.00
11.9.2017	23:56:0	0	292924	0.00
12.9.2017	0:1:2	0	293677	0.00
12.9.2017	0:6:5	0	292319	0.00
12.9.2017	0:11:7	0	294299	0.00
12.9.2017	0:16:9	0	292825	0.00
12.9.2017	0:21:12	0	292702	0.00
12.9.2017	0:26:14	0	292478	0.00
12.9.2017	0:31:17	0	292495	0.00
12.9.2017	0:36:19	0	292309	0.00
12.9.2017	0:41:21	0	292352	0.00
12.9.2017	0:46:24	0	292663	0.00
12.9.2017	0:51:26	0	292687	0.00
12.9.2017	0:56:29	0	293604	0.00
12.9.2017	1:1:31	0	292411	0.00
12.9.2017	1:6:33	0	294346	0.00
12.9.2017	1:11:36	0	292841	0.00
12.9.2017	1:16:38	0	292781	0.00
12.9.2017	1:21:41	0	292594	0.00
12.9.2017	1:26:43	0	292424	0.00
12.9.2017	1:31:45	0	292008	0.00
12.9.2017	1:36:48	0	292700	0.00
12.9.2017	1:41:50	0	292344	0.00
12.9.2017	1:46:53	0	292289	0.00
12.9.2017	1:51:55	0	292734	0.00
12.9.2017	1:56:57	0	292461	0.00
12.9.2017	2:2:0	0	292030	0.00
12.9.2017	2:7:2	0	292304	0.00
12.9.2017	2:12:5	0	292825	0.00
12.9.2017	2:17:7	0	289623	0.00
12.9.2017	2:22:9	0	292131	0.00
12.9.2017	2:27:12	0	294403	0.00
12.9.2017	2:32:14	0	292621	0.00
12.9.2017	2:37:17	0	292342	0.00
12.9.2017	2:42:19	0	292288	0.00
12.9.2017	2:47:21	0	292641	0.00
12.9.2017	2:52:24	0	293361	0.00
12.9.2017	2:57:26	0	291484	0.00
12.9.2017	3:2:29	0	292320	0.00
12.9.2017	3:7:31	0	292711	0.00
12.9.2017	3:12:33	0	292667	0.00
12.9.2017	3:17:36	0	292674	0.00
12.9.2017	3:22:38	0	292497	0.00
12.9.2017	3:27:41	0	292325	0.00
12.9.2017	3:32:43	0	292344	0.00
12.9.2017	3:37:45	0	292805	0.00
12.9.2017	3:42:48	0	292618	0.00
12.9.2017	3:47:50	0	292450	0.00
12.9.2017	3:52:53	0	294330	0.00
12.9.2017	3:57:55	0	292000	0.00
12.9.2017	4:2:57	0	292667	0.00
12.9.2017	4:8:0	0	292517	0.00
12.9.2017	4:13:2	0	292499	0.00
12.9.2017	4:18:5	0	292184	0.00
12.9.2017	4:23:7	0	292344	0.00
12.9.2017	4:28:9	0	293402	0.00
12.9.2017	4:33:12	0	292522	0.00
12.9.2017	4:38:14	0	291934	0.00
12.9.2017	4:43:17	0	292814	0.00
12.9.2017	4:48:19	0	292496	0.00
12.9.2017	4:53:21	0	292536	0.00
12.9.2017	4:58:24	0	292156	0.00
12.9.2017	5:3:26	0	292812	0.00
12.9.2017	5:8:29	0	293676	0.00
12.9.2017	5:13:31	0	292416	0.00
12.9.2017	5:18:33	10	292241	0.09
12.9.2017	5:23:36	0	292678	0.00
12.9.2017	5:28:38	0	292590	0.00
12.9.2017	5:33:41	0	292404	0.00
12.9.2017	5:38:43	0	292291	0.00
12.9.2017	5:43:45	1	294341	0.01
12.9.2017	5:48:48	2	291562	0.02
12.9.2017	5:53:50	0	292681	0.00
12.9.2017	5:58:53	0	292503	0.00
12.9.2017	6:3:55	0	292513	0.00
12.9.2017	6:8:57	0	294284	0.00
12.9.2017	6:14:0	0	291605	0.00
12.9.2017	6:19:2	0	292696	0.00
12.9.2017	6:24:5	0	292643	0.00
12.9.2017	6:29:7	0	292388	0.00
12.9.2017	6:34:10	0	291888	0.00
12.9.2017	6:39:12	17	292744	0.15
12.9.2017	6:44:14	54	292586	0.46
12.9.2017	6:49:17	87	294468	0.74
12.9.2017	6:54:19	73	292322	0.62
12.9.2017	6:59:22	261	292827	2.23
12.9.2017	7:4:24	427	291035	3.67
12.9.2017	7:9:26	412	292485	3.52
12.9.2017	7:14:29	380	291898	3.25
12.9.2017	7:19:31	324	292764	2.77
12.9.2017	7:24:34	428	292607	3.66
12.9.2017	7:29:36	186	292502	1.59
12.9.2017	7:34:38	130	292041	1.11
12.9.2017	7:39:41	241	292312	2.06
12.9.2017	7:44:43	249	291522	2.14
12.9.2017	7:49:46	246	292649	2.10
12.9.2017	7:54:48	222	292510	1.90
12.9.2017	7:59:50	193	292494	1.65
12.9.2017	8:4:53	368	292451	3.15
12.9.2017	8:9:55	285	292359	2.44
12.9.2017	8:14:58	119	292841	1.02
12.9.2017	8:20:0	327	292686	2.79
12.9.2017	8:25:2	51	292576	0.44
12.9.2017	8:30:5	26	292408	0.22
12.9.2017	8:35:7	164	292385	1.40
12.9.2017	8:40:10	178	294375	1.51
12.9.2017	8:45:12	320	292799	2.73
12.9.2017	8:50:15	180	292737	1.54
12.9.2017	8:55:17	339	292698	2.90
12.9.2017	9:0:19	250	292521	2.14
12.9.2017	9:5:22	302	294250	2.57
12.9.2017	9:10:24	247	292757	2.11
12.9.2017	9:15:27	114	292521	0.97
12.9.2017	9:20:29	61	292520	0.52
12.9.2017	9:25:32	72	292420	0.62
12.9.2017	9:30:34	96	292270	0.82
12.9.2017	9:35:36	7	292830	0.06
12.9.2017	9:40:39	10	292675	0.09
12.9.2017	9:45:41	9	292282	0.08
12.9.2017	9:50:44	177	292448	1.51
12.9.2017	9:55:46	177	292388	1.51
12.9.2017	10:7:50	9	300001	0.07
12.9.2017	10:12:52	33	298526	0.28
12.9.2017	10:17:55	34	298524	0.28
12.9.2017	10:22:57	21	298525	0.18
12.9.2017	10:27:59	15	298522	0.13
12.9.2017	10:33:2	28	298526	0.23
12.9.2017	10:38:4	34	298525	0.28
12.9.2017	10:43:7	144	298526	1.21
12.9.2017	10:48:9	178	298519	1.49
12.9.2017	10:53:11	64	298526	0.54
12.9.2017	10:58:14	21	298525	0.18
12.9.2017	11:3:16	19	298520	0.16
12.9.2017	11:8:19	13	298524	0.11
12.9.2017	11:13:21	6	298524	0.05
12.9.2017	11:18:24	1	298527	0.01
12.9.2017	11:23:26	9	298517	0.08
12.9.2017	11:28:28	9	298525	0.08
12.9.2017	11:33:31	1	298526	0.01
12.9.2017	11:38:33	0	298518	0.00
12.9.2017	11:43:36	92	298510	0.77
12.9.2017	11:48:38	72	298524	0.60
12.9.2017	11:53:41	275	298523	2.30
12.9.2017	11:58:43	171	298524	1.43
12.9.2017	12:3:45	241	298518	2.02
12.9.2017	12:8:48	259	298524	2.17
12.9.2017	12:13:50	260	298525	2.18
12.9.2017	12:18:53	159	298525	1.33
12.9.2017	12:23:55	245	297961	2.06
12.9.2017	12:28:57	515	298525	4.31
12.9.2017	12:34:0	550	298527	4.61
12.9.2017	12:39:2	410	298520	3.43
12.9.2017	12:44:5	404	298525	3.38
12.9.2017	12:49:7	308	298523	2.58
12.9.2017	12:54:10	332	298518	2.78
12.9.2017	12:59:12	418	298518	3.50
12.9.2017	13:4:14	398	298523	3.33
12.9.2017	13:9:17	510	298525	4.27
12.9.2017	13:14:19	320	298526	2.68
12.9.2017	13:19:22	327	298518	2.74
12.9.2017	13:24:24	471	298524	3.94
12.9.2017	13:29:26	412	298524	3.45
12.9.2017	13:34:29	450	298523	3.77
12.9.2017	13:39:31	550	298518	4.61
12.9.2017	13:44:34	825	298525	6.91
12.9.2017	13:49:36	546	298525	4.57
12.9.2017	13:54:39	885	298524	7.41
12.9.2017	13:59:41	654	298518	5.48
12.9.2017	14:4:43	631	298517	5.28
12.9.2017	14:9:46	705	298524	5.90
12.9.2017	14:14:48	931	298517	7.80
12.9.2017	14:19:51	602	298524	5.04
12.9.2017	14:24:53	448	298524	3.75
12.9.2017	14:29:56	315	298524	2.64
12.9.2017	14:34:58	701	298518	5.87
12.9.2017	14:40:0	678	298525	5.68
12.9.2017	15:29:39	195	120001	4.06
12.9.2017	15:31:40	275	119971	5.73
12.9.2017	15:33:41	134	119969	2.79
12.9.2017	15:36:52	92	120001	1.92
12.9.2017	15:38:53	112	119970	2.33
12.9.2017	15:40:54	221	119971	4.61
12.9.2017	15:45:8	101	120001	2.10
12.9.2017	15:47:9	80	119975	1.67
12.9.2017	15:49:10	61	119973	1.27
12.9.2017	15:51:11	180	119971	3.75
12.9.2017	15:53:52	143	120001	2.98
12.9.2017	15:55:53	155	119970	3.23
12.9.2017	15:57:54	195	119971	4.06
12.9.2017	15:59:55	146	119970	3.04
12.9.2017	16:1:56	165	119971	3.44
12.9.2017	16:3:57	222	119970	4.63
12.9.2017	16:5:58	311	119973	6.48
12.9.2017	16:7:59	161	119972	3.35
12.9.2017	16:10:0	388	119972	8.09
12.9.2017	16:12:1	443	119973	9.23
12.9.2017	16:14:2	521	119974	10.86
12.9.2017	16:16:3	276	119400	5.78
12.9.2017	16:18:4	369	119971	7.69
12.9.2017	16:20:5	461	119971	9.61
12.9.2017	16:22:6	207	119973	4.31
12.9.2017	16:24:7	184	119973	3.83
12.9.2017	16:26:8	241	119972	5.02
12.9.2017	16:28:9	194	119973	4.04
12.9.2017	16:30:10	218	119971	4.54
12.9.2017	16:32:11	208	119972	4.33
12.9.2017	16:34:12	177	119971	3.69
12.9.2017	16:36:13	285	119972	5.94
12.9.2017	16:43:2	398	120001	8.29
12.9.2017	16:45:3	372	119970	7.75
12.9.2017	16:47:4	427	119970	8.90
12.9.2017	16:49:5	487	119971	10.15
12.9.2017	16:51:6	555	119973	11.57
12.9.2017	16:53:7	426	119971	8.88
12.9.2017	16:55:8	548	119971	11.42
12.9.2017	16:57:9	603	119972	12.57
12.9.2017	16:59:10	588	119972	12.25
12.9.2017	17:2:23	461	120001	9.60
12.9.2017	17:4:24	484	119972	10.09
12.9.2017	17:9:9	419	120001	8.73
12.9.2017	17:12:49	391	120001	8.15
12.9.2017	17:14:50	545	119971	11.36
12.9.2017	17:16:51	646	119969	13.46
