21.70	50.90

21.70	50.90

21.30	51.60

21.30	51.60

21.30	51.60

21.30	51.60

21.30	51.60

21.30	51.60

21.30	51.60

21.30	51.60

21.20	51.50

21.20	51.50

21.30	51.60

21.30	51.60

21.20	51.60

21.20	51.60

21.30	51.60

21.30	51.60

21.30	51.60

21.30	51.60

21.30	51.60

21.30	51.60

21.30	51.60

21.30	51.60

21.30	52.00

21.30	52.00

21.30	52.00

21.30	52.00

21.20	51.90

21.20	51.90

21.30	51.90

21.30	51.90

21.30	51.90

21.30	51.90

21.30	51.80

21.30	51.80

21.30	51.70

21.30	51.70

21.30	51.80

21.30	51.80

21.30	51.70

21.30	51.70

21.30	51.70

21.30	51.70

21.20	51.60

21.20	51.60

21.30	51.70

21.30	51.70

21.30	51.60

21.30	51.60

21.30	51.70

21.30	51.70

21.30	51.60

21.30	51.60

21.30	51.70

21.30	51.70

21.30	51.90

21.30	51.90

21.30	52.00

21.30	52.00

21.30	51.90

21.30	51.90

21.20	52.00

21.20	52.00

21.20	52.30

21.20	52.30

21.30	52.30

21.30	52.30

21.30	52.20

21.30	52.20

21.30	52.00

21.30	52.00

21.30	51.90

21.30	51.90

21.30	51.90

21.30	51.90

21.20	51.80

21.20	51.80

21.30	51.90

21.30	51.90

21.30	51.90

21.30	51.90

21.30	51.80

21.30	51.80

21.30	51.80

21.30	51.80

21.30	51.80

21.30	51.80

21.30	51.80

21.30	51.80

21.30	51.80

21.30	51.80

21.40	51.90

21.40	51.90

21.30	51.80

21.30	51.80

21.40	51.80

21.40	51.80

21.30	51.70

21.30	51.70

21.30	51.70

21.30	51.70

21.30	51.60

21.30	51.60

21.30	51.60

21.30	51.60

21.40	52.00

21.40	52.00

21.30	55.10

21.30	55.10

21.40	57.70

21.40	57.70

21.30	57.00

21.30	57.00

21.30	55.70

21.30	55.70

21.30	54.70

21.30	54.70

21.30	53.90

21.40	51.80

21.40	51.80

21.50	52.40

21.50	52.40

21.40	52.20

21.40	52.20

21.30	52.10

21.30	52.10

21.30	52.00

21.30	52.00

21.30	52.00

21.30	52.00

21.40	52.10

21.40	52.10

21.30	52.10

21.30	52.10

21.30	52.00

21.30	52.00

21.30	52.00

21.30	52.00

21.40	52.10

21.40	52.10

21.30	51.90

21.30	51.90

21.40	52.00

21.40	52.00

21.30	51.90

21.30	51.90

21.40	51.90

21.40	51.90

21.30	51.90

21.30	51.90

21.30	51.80

21.30	51.80

21.30	51.80

21.30	51.80

21.30	51.90

21.30	51.90

21.30	51.90

21.30	51.90

21.40	52.00

21.40	52.00

21.40	52.00

21.40	52.00

21.30	52.00

21.30	52.00

21.40	52.20

21.40	52.20

21.30	52.10

21.30	52.10

21.40	52.30

21.40	52.30

21.30	52.10

21.30	52.10

21.30	52.30

21.30	52.30

21.30	52.50

21.30	52.50

21.30	52.60

21.30	52.60

21.30	52.50

21.30	52.50

21.30	52.30

21.30	52.30

21.30	52.20

21.30	52.20

21.30	52.10

21.30	52.10

21.40	52.10

21.40	52.10

21.30	52.00

21.30	52.00

21.40	52.00

21.40	52.00

21.40	52.00

21.40	52.00

21.40	52.00

21.40	52.00

21.40	52.00

21.40	52.00

21.40	51.90

21.40	51.90

21.30	51.80

21.30	51.80

21.30	51.80

21.30	51.80

21.30	51.80

21.30	51.80

21.30	51.80

21.30	51.80

21.40	51.90

21.40	51.90

21.40	51.90

21.40	51.90

21.30	51.70

21.30	51.70

21.40	51.90

21.40	51.90

21.30	51.80

21.30	51.80

21.40	52.20

21.40	52.20

21.40	52.10

21.40	52.10

21.40	52.20

21.40	52.20

21.40	52.20

21.40	52.20

21.40	52.10

21.40	52.10

21.40	52.00

21.40	52.00

21.40	52.00

21.40	52.00

21.40	51.90

21.40	51.90

21.40	52.00

21.40	52.00

21.40	51.90

21.40	51.90

21.40	51.90

21.40	51.90

21.40	51.80

21.40	51.80

21.40	51.80

21.40	51.80

21.40	52.00

21.40	52.00

21.40	52.00

21.40	52.00

21.40	51.90

21.40	51.90

21.40	51.90

21.40	51.90

21.40	51.80

21.40	51.80

21.40	51.80

21.40	51.80

21.40	51.70

21.40	51.70

21.40	51.70

21.40	51.70

21.40	51.60

21.40	51.60

21.40	51.60

21.40	51.60

21.40	51.70

21.40	51.70

21.40	51.70

21.40	51.70

21.40	51.60

21.40	51.60

21.30	51.60

21.30	51.60

21.40	51.60

21.40	51.60

21.40	51.50

21.40	51.50

21.40	51.50

21.40	51.50

21.40	51.60

21.40	51.60

21.30	51.50

21.30	51.50

21.40	51.50

21.40	51.50

21.30	51.50

21.30	51.50

21.40	51.60

21.40	51.60

21.40	51.60

21.40	51.60

21.40	51.60

21.40	51.60

21.40	51.60

21.40	51.60

21.30	51.60

21.30	51.60

21.30	51.80

21.30	51.80

21.30	51.80

21.30	51.80

21.30	51.80

21.30	51.80

21.40	51.90

21.40	51.90

21.40	51.90

21.40	51.90

21.30	51.80

21.30	51.80

21.30	51.80

21.30	51.80

21.30	51.80

21.30	51.80

21.30	51.90

21.30	51.90

21.30	51.90

21.30	51.90

21.40	52.00

21.40	52.00

21.40	52.00

21.40	52.00

21.30	51.90

21.30	51.90

21.30	51.90

21.30	51.90

21.40	52.00

21.40	52.00

21.30	51.90

21.30	51.90

21.30	52.90

21.30	52.90

21.30	53.60

21.30	53.60

21.30	53.30

21.30	53.30

21.40	53.00

21.40	53.00

21.30	52.60

21.30	52.60

21.30	52.40

21.30	52.40

21.30	52.20

21.30	52.20

21.30	52.10

21.30	52.10

21.30	52.10

21.30	52.10

21.40	52.20

21.40	52.20

21.30	52.00

21.30	52.00

21.40	52.10

21.40	52.10

21.30	52.00

21.30	52.00

21.30	52.00

21.30	52.00

21.30	52.00

21.30	52.00

21.30	52.00

21.30	52.00

21.30	52.00

21.30	52.00

21.30	52.00

21.30	52.00

21.40	52.00

21.40	52.00

21.30	52.00

21.30	52.00

21.30	52.10

21.30	52.10

21.30	52.10

21.30	52.10

21.40	52.20

21.40	52.20

21.40	52.20

21.40	52.20

21.30	52.50

21.30	52.50

21.30	52.70

21.30	52.70

21.40	52.60

21.40	52.60

21.30	52.40

21.30	52.40

21.40	52.30

21.40	52.30

21.30	52.10

21.30	52.10

21.30	52.10

21.30	52.10

21.30	52.10

21.30	52.10

21.30	52.00

21.30	52.00

21.30	52.00

21.30	52.00

21.30	52.00

21.30	52.00

21.30	51.90

21.30	51.90

21.30	51.90

21.30	51.90

