27.04.2017	22:32:03	20.20	53.90	14.00	86.00	15.06	987	870

27.04.2017	22:37:04	20.20	53.80	16.00	88.00	15.19	998	868

27.04.2017	22:42:05	20.10	53.50	13.00	89.00	15.13	1006	866

27.04.2017	22:46:02	20.10	53.50	13.00	89.00	15.19	1004	871

27.04.2017	22:48:15	20.20	53.00	15.00	88.00	15.19	983	886

27.04.2017	22:53:16	20.20	53.50	15.00	88.00	15.19	1005	875

27.04.2017	22:58:18	20.20	53.20	13.00	89.00	15.19	1013	871

27.04.2017	23:03:19	20.20	53.40	13.00	89.00	15.19	1008	886

27.04.2017	23:08:20	20.20	53.10	13.00	89.00	15.19	1011	893

27.04.2017	23:13:21	20.20	53.10	13.00	89.00	15.25	1013	891

27.04.2017	23:18:23	20.20	53.10	13.00	88.00	15.38	1009	889

27.04.2017	23:23:24	20.20	53.10	14.00	86.00	15.31	1012	889

27.04.2017	23:28:25	20.20	53.10	14.00	86.00	15.25	1012	889

27.04.2017	23:33:26	20.10	53.00	13.00	86.00	15.31	1010	890

27.04.2017	23:38:27	20.10	53.00	14.00	85.00	15.44	1011	892

27.04.2017	23:43:29	20.10	53.00	14.00	83.00	15.44	1012	890

27.04.2017	23:48:30	20.00	52.90	14.00	83.00	15.50	1011	889

27.04.2017	23:53:31	20.00	53.00	14.00	81.00	15.50	1012	889

27.04.2017	23:58:32	20.00	52.90	14.00	81.00	15.56	1012	889

28.04.2017	00:03:34	20.00	52.90	14.00	81.00	15.38	980	890

28.04.2017	00:08:35	20.00	52.90	14.00	81.00	15.44	1001	889

28.04.2017	00:13:36	20.00	52.90	14.00	81.00	15.38	986	887

28.04.2017	00:18:37	20.00	52.90	14.00	81.00	15.38	726	885

28.04.2017	00:23:39	20.00	52.90	14.00	81.00	15.31	635	883

28.04.2017	00:28:40	19.90	52.80	14.00	81.00	15.38	430	884

28.04.2017	00:33:41	19.90	52.70	14.00	81.00	15.38	426	885

28.04.2017	00:38:42	19.90	52.80	14.00	81.00	15.44	442	886

28.04.2017	00:43:43	19.90	52.80	14.00	80.00	15.56	430	885

28.04.2017	00:48:45	19.90	52.80	14.00	79.00	15.50	924	883

28.04.2017	00:53:46	19.90	52.80	14.00	80.00	15.56	1001	884

28.04.2017	00:58:47	19.90	52.80	14.00	79.00	15.56	1010	885

28.04.2017	01:03:48	19.90	52.80	14.00	79.00	15.31	1012	883

28.04.2017	01:08:50	19.90	52.80	14.00	81.00	15.19	1012	882

28.04.2017	01:13:51	19.90	52.80	14.00	83.00	15.06	1012	882

28.04.2017	01:18:52	19.90	52.70	14.00	85.00	14.81	1014	883

28.04.2017	01:23:53	19.90	52.70	13.00	89.00	14.88	1011	882

28.04.2017	01:28:54	19.90	52.70	13.00	89.00	14.88	1014	883

28.04.2017	01:33:56	19.90	52.70	13.00	89.00	14.94	1012	882

28.04.2017	01:38:57	19.90	52.70	13.00	89.00	14.94	1012	882

28.04.2017	01:43:58	19.90	52.70	13.00	89.00	14.94	1013	883

28.04.2017	01:48:59	19.90	52.70	13.00	89.00	14.94	1011	881

28.04.2017	01:54:01	19.90	52.70	13.00	89.00	15.00	1011	880

28.04.2017	01:59:02	19.90	52.70	13.00	89.00	15.00	1012	884

28.04.2017	02:04:03	19.90	52.70	13.00	89.00	14.94	1011	881

28.04.2017	02:09:04	19.90	52.70	13.00	89.00	14.94	1010	882

28.04.2017	02:14:06	19.90	52.70	13.00	91.00	15.00	1012	881

28.04.2017	02:19:07	19.90	52.70	13.00	91.00	14.94	1012	881

28.04.2017	02:24:08	19.90	52.70	13.00	91.00	15.00	1011	882

28.04.2017	02:29:09	19.80	52.60	13.00	91.00	14.94	1011	881

28.04.2017	02:34:10	19.90	52.70	13.00	91.00	14.94	1011	881

28.04.2017	02:39:12	19.80	52.50	13.00	91.00	14.94	1010	881

28.04.2017	02:44:13	19.80	52.50	13.00	91.00	14.88	1010	881

28.04.2017	02:49:14	19.80	52.60	13.00	91.00	14.88	1012	882

28.04.2017	02:54:15	19.80	52.50	13.00	91.00	14.81	1012	883

28.04.2017	02:59:17	19.90	52.60	13.00	91.00	14.81	1014	883

28.04.2017	03:04:18	19.80	52.50	13.00	91.00	14.81	1013	883

28.04.2017	03:09:19	19.80	52.50	13.00	91.00	14.88	1010	883

28.04.2017	03:14:20	19.80	52.50	13.00	91.00	14.81	1012	883

28.04.2017	03:19:21	19.80	52.50	13.00	91.00	14.75	1010	881

28.04.2017	03:24:23	19.80	52.50	13.00	91.00	14.81	1012	882

28.04.2017	03:29:24	19.80	52.50	13.00	91.00	14.81	1012	882

28.04.2017	03:34:25	19.80	52.50	13.00	91.00	14.75	1010	881

28.04.2017	03:39:26	19.80	52.40	13.00	92.00	14.69	1010	880

28.04.2017	03:44:28	19.80	52.50	13.00	93.00	14.63	1010	880

28.04.2017	03:49:29	19.80	52.50	13.00	93.00	14.63	1012	880

28.04.2017	03:54:30	19.80	52.50	13.00	93.00	14.69	794	880

28.04.2017	03:59:31	19.80	52.50	13.00	93.00	14.69	935	881

28.04.2017	04:04:33	19.80	52.50	13.00	93.00	14.63	1011	881

28.04.2017	04:09:34	19.80	52.50	13.00	93.00	14.63	1009	879

28.04.2017	04:14:35	19.80	52.50	13.00	93.00	14.63	1011	881

28.04.2017	04:19:36	19.80	52.50	13.00	93.00	14.50	1012	881

28.04.2017	04:24:38	19.80	52.50	13.00	93.00	14.50	1012	881

28.04.2017	04:29:39	19.80	52.50	13.00	93.00	14.44	1012	879

28.04.2017	04:34:40	19.80	52.60	13.00	93.00	14.38	1013	881

28.04.2017	04:39:41	19.80	52.60	13.00	93.00	14.31	1014	881

28.04.2017	04:44:42	19.80	52.50	13.00	94.00	14.31	1014	882

28.04.2017	04:49:44	19.80	52.50	13.00	94.00	14.31	1011	879

28.04.2017	04:54:45	19.80	52.50	13.00	93.00	14.19	1012	877

28.04.2017	04:59:46	19.80	52.50	13.00	93.00	14.19	1011	878

28.04.2017	05:04:47	19.80	52.50	13.00	93.00	14.13	1012	880

28.04.2017	05:09:49	19.80	52.50	13.00	93.00	14.13	1012	878

28.04.2017	05:14:50	19.80	52.60	13.00	93.00	14.00	1010	879

28.04.2017	05:19:51	19.80	52.60	12.00	94.00	13.94	1014	878

